x,y,class
2.5818930024831683,0.44951597618410566,1.0
2.5296112450731014,2.224131106991431,1.0
0.007898075519542136,1.3024095764406618,1.0
1.0804301824219569,2.738191547934629,1.0
2.915102911036573,2.1869852673118704,1.0
1.8335786712177422,2.5075033203361468,1.0
2.5806809875750525,1.7713698227341905,1.0
1.6914717797981291,2.8052066321809095,1.0
2.858879694210626,1.5739437959587388,1.0
1.745250679756085,0.14891256593244884,1.0
0.4146278737241771,2.1027833910531752,1.0
2.951251537549643,2.079184564801966,1.0
0.7080008344111186,0.9591153962513481,1.0
2.4902840746014268,2.2660156881874314,1.0
2.532408889602903,1.940154651181908,1.0
2.833334499385758,2.994412008225907,1.0
1.9088980301046852,2.767772828828839,1.0
2.3539313707816967,2.1221278375349106,1.0
1.0117158285809276,2.7604165750431715,1.0
2.0073413777326636,0.2169167924015989,1.0
3.9202574355592015,2.653771277923214,1.0
2.2920986869110878,0.9155393733004082,1.0
0.5618076757329553,3.716448205750392,1.0
1.9202512403263403,0.9395822968637033,1.0
2.782911296885013,2.7109056981266013,1.0
1.3525810648458818,1.5836372407737251,1.0
1.3278392040849258,2.471732502059456,1.0
1.7468550113278571,1.748787927088789,1.0
0.5132522045270258,2.707671665823465,1.0
0.06944240470098184,2.2493303978145143,1.0
2.0199962299717242,1.7249849362301042,1.0
1.3184733020210655,2.5748950795114296,1.0
2.217790839019588,1.0269826219690574,1.0
1.5775156597958395,2.0243608871473815,1.0
3.21749617405514,2.9201957955778464,1.0
2.444556955890802,2.46679784801594,1.0
2.36762139117826,3.5238004748545393,1.0
2.4394169057954733,2.0253964550168413,1.0
1.9039962832361466,2.9707834034759477,1.0
1.1923088797736592,2.0053661518360224,1.0
1.2020331517984628,2.9342714711163724,1.0
1.2406341468807562,4.2940406416820185,1.0
3.003139312533262,2.442779276044825,1.0
2.8880659930117765,1.8826942956559143,1.0
0.3067988773257855,3.7970782358549755,1.0
2.3071703269394654,3.501699422712722,1.0
3.6888424908523474,0.9908779388332463,1.0
3.2658906742869425,1.2214316211645775,1.0
0.18950893225199006,1.0129718167346216,1.0
1.9919172886622767,1.1282278258870653,1.0
1.1080457546087925,1.5968172944403736,1.0
1.5484041383489746,2.4058357238423937,1.0
1.6936676084638276,0.8398714813903732,1.0
0.21989746071936378,1.454308126112407,1.0
2.0475994684105654,2.6882915024583975,1.0
1.1856172159898208,0.9433310797078753,1.0
3.622884120235129,1.481672968843752,1.0
1.4192125820579617,2.806898804233099,1.0
1.7389246383885602,3.4614251030529624,1.0
1.94033683676474,-0.3802380007270991,1.0
2.952088592660356,3.08236276001922,1.0
1.542479069945517,2.8820105375371323,1.0
1.471877771466968,2.663518318699747,1.0
1.3343017672417647,2.8992249088814623,1.0
2.670577797216462,0.5886093391691887,1.0
2.9313414393954136,1.4945354453471773,1.0
1.4288083286370008,2.2404509820862266,1.0
2.3909177587475754,0.5576363081673363,1.0
1.4473504968039035,3.4714659937329007,1.0
2.8924395888120777,1.6060998263681818,1.0
3.470380809912241,2.9666409893352736,1.0
0.8074037369928604,2.927542564958232,1.0
0.8263681237057583,2.4497289822253427,1.0
3.2619727872600546,2.1967108302552254,1.0
2.0398556964233325,1.3321522001597756,1.0
1.5674552492276077,2.933320166150834,1.0
3.2210088232050844,0.23591829186629898,1.0
1.1937982253819004,2.801339900954259,1.0
0.6629418552533548,1.6177758122794708,1.0
0.6469131546560778,2.115310753411168,1.0
0.4043644745665107,1.3450681506946138,1.0
2.7744352236828,3.328688022114052,1.0
0.21472297174516597,3.202240810758399,1.0
2.78752799329863,1.2510611311311206,1.0
1.9189787634066247,3.6051608323058817,1.0
2.0485561544477413,1.9009041105046864,1.0
2.1974290325330603,1.9294834446597948,1.0
2.2388862472797415,1.3781040170021253,1.0
1.6627730641204927,2.1503164572652538,1.0
3.4710026501730216,2.358675869421459,1.0
1.3296673372613288,2.10164734085555,1.0
2.7217660295289043,0.8425584227056409,1.0
1.2659219343254873,2.333671471246967,1.0
2.508202182863151,2.638489106485144,1.0
2.635372011499178,1.8827323275950507,1.0
2.2685205886957682,1.7417861709780342,1.0
3.342960743882018,3.850525829875286,1.0
0.25415722582092615,0.6024058597677142,1.0
2.2803034706329592,4.3218990906758386,1.0
2.114752639864596,0.5775399027372894,1.0
2.90582492782523,2.1618184521939554,1.0
1.4769836765883193,1.2810828751162633,1.0
0.40973337646380337,2.301299054706512,1.0
1.154754604768535,1.7135631540317318,1.0
1.7082169413000192,1.4295332627300836,1.0
1.552611993379344,2.5998278765759006,1.0
1.976483843872306,2.5110444149284143,1.0
2.224187553146286,2.1979097260991134,1.0
0.835545613435805,3.159974230810719,1.0
1.1409214096715525,2.7255116671561477,1.0
2.23393585106578,2.7130550367235187,1.0
3.4615110872583283,0.7077157376826777,1.0
2.581484228705762,2.9504887310846746,1.0
0.9496430199270209,1.5736884618029472,1.0
3.135023869793808,1.408027072324732,1.0
1.6252447831482044,2.409933872887486,1.0
