x,y,class
-7.883016971182698,-7.763428196307647,1
-5.893228089655694,5.299093853463476,1
3.6562481373066746,2.616308544416937,1
8.746715830660534,-11.0111810490583,1
4.205732869350832,-12.593663367888299,1
15.612303621419853,-1.1701426557896994,1
-9.735213200298647,-2.1772510701209646,1
14.02109571192758,-5.160698669893929,1
6.454657278646478,-11.753047592543071,1
-7.502538483664997,-8.31326366697562,1
-9.432505120186647,0.20257129298143664,1
-9.455208610177998,0.06415708043042952,1
-9.218436994459806,0.8004992207269778,1
4.6632300960094994,-12.672386668257309,1
11.41559272996683,-8.672741934254033,1
-8.894056597206442,1.5758262488017505,1
-8.59873286325386,-6.514668580451576,1
-9.470944689996676,-2.9341770007640013,1
15.309924387838599,-2.2185425672636057,1
6.505919800975214,-11.965104996830268,1
13.619488739634674,-5.8750733532967825,1
-9.697016561975836,-2.513133221100304,1
-4.313494100955554,-11.191552685594896,1
11.484006314061675,-8.778137172697091,1
-8.929114087587495,-6.359753292943746,1
14.984549136910353,-3.5329737554816716,1
-8.481237384893497,2.350573727240539,1
-7.867816375932006,3.650354626924061,1
-6.436554237920532,5.110497116041415,1
-7.741336917169994,-8.027640952868097,1
-7.021852886695239,-8.729843388176185,1
15.387673226592728,-1.3345484003276293,1
-7.770082293439067,-7.683102731309678,1
5.707445272030522,-12.147058610588434,1
-3.0387439714636546,-11.551512206759384,1
9.957038831799741,-9.964201189605713,1
-0.09027809109240731,-12.6219453650521,1
15.70770641986904,-0.8173223793726833,1
13.68471402085133,-6.0250129848363105,1
-9.600348154805962,-0.8954583036507119,1
-9.826510009009079,-2.4529804194887888,1
-1.0657657175802902,6.280731685509595,1
14.421994218718348,-4.497069199755813,1
2.176202576990156,4.7710248413795115,1
1.7429275785916611,-12.6085680564367,1
-7.916114364275441,3.6743442495692364,1
-7.795500598685803,3.62880185235211,1
-7.117677169702631,4.3755493029897305,1
3.058948354321398,-12.696756238340393,1
-9.608317136524128,-3.037863856590318,1
-7.592444445198833,3.6524890859825976,1
-9.292844176188272,0.2100092226048405,1
-6.002286021254028,-9.66445419292431,1
-8.205924650050296,-7.220415060997004,1
2.3036455651136345,5.046474009276587,1
-9.388964339875026,-3.917525916721564,1
9.498228156550333,-10.347052900895385,1
-6.536717838726375,-9.407089362723337,1
-6.880333821069244,-8.919901791133743,1
2.9962668481132386,-12.733471260714143,1
13.969118262315373,-5.33038869040767,1
-8.321119249584001,-6.965015781707512,1
-8.519906883265557,-6.386800837524956,1
13.69722803055206,-5.589948166839547,1
-5.959490621788471,-9.672466825253583,1
-6.027241076278341,5.256957860942801,1
-0.21247601205696,6.263571816428633,1
-1.5653965026104277,-12.36235722990794,1
-9.514798184641425,-3.629517199315801,1
-7.328316264789039,-8.457944090121085,1
15.154499310772682,-2.6914608653452765,1
1.604302914479146,-12.698259790698655,1
8.945431589100242,-10.756724683432296,1
0.34188670439242436,6.081915696848911,1
-9.195008371279291,0.8727127713507936,1
11.231831958703799,-9.027464383816897,1
-9.441017515310179,-1.95168884948253,1
-0.21667377892733247,-12.610909254489416,1
0.20931765724450357,-12.68251098863109,1
10.659342703442325,-9.304457418884075,1
-2.808212322877624,-11.753751919381209,1
-2.2970094446372027,6.492321796177297,1
15.079391903561069,-2.3824567675373283,1
9.15194908822427,-10.636285959446347,1
-6.299785305513688,-9.446046533245168,1
-8.78797315605305,1.7981695680526397,1
-8.319096333749298,3.1444102215909964,1
-9.153778251961047,1.1937700809207832,1
7.418113174259663,-11.661979505161064,1
14.629310547834608,-3.851942511172642,1
-1.3971624224307602,-12.166357152601865,1
1.4927168498392873,-12.507132890347789,1
-6.503970400514975,4.896417022875594,1
7.81240863077698,-11.287857887306071,1
-3.5639980842443677,6.518627319555271,1
7.606208911260932,-11.356856065095444,1
-5.793809528162142,-9.72265603094981,1
-0.26032365138271496,6.375750033518889,1
5.137978237692699,-12.187989598371598,1
-0.4207857648129697,-12.399877036578728,1
-8.030567572585738,3.391500977074635,1
0.5683815491691064,-12.894793131234497,1
12.847922191204828,-7.227700275325414,1
-8.594960769533788,2.6331555136030307,1
11.068615046112596,-9.002778212443001,1
-1.9274820659363252,-12.255431201809918,1
5.959084911920331,-12.236313573427163,1
-9.431407594048252,-3.614560262838969,1
11.45613985379406,-8.729159063862975,1
13.559489545074326,-6.0502473618401975,1
4.027496699582969,-12.696512429995854,1
4.149657110333321,-12.52805173576227,1
13.564409254423913,-6.0481631738870405,1
-8.505831008707439,-6.698033927280014,1
-9.272278331878328,0.9594967376841453,1
2.35086408006515,-12.71133362289984,1
2.6355027839038714,-12.663427599569863,1
14.239066542582304,-5.143179714858998,1
-1.782112494464595,6.6612945582461895,1
-9.526531210281703,0.04126477469958162,1
-8.357111610305965,2.609706457757496,1
11.861001357323138,-8.001355696464175,1
13.338884229706782,-6.51664676307902,1
-5.183556782924587,-10.448651799650948,1
-8.484601058852402,2.500127349680979,1
6.202914248396223,-11.993499508202941,1
15.576710693163397,-1.1253259894706007,1
15.389893284971224,-2.1631059183620183,1
3.7412530650946483,-12.492268946741168,1
-6.150797852462102,4.986767015487043,1
14.98640354186386,-2.7748708343674218,1
7.492405674862604,-11.460334232832446,1
-0.3743272291100727,-12.297922098248456,1
-6.043359578405434,-9.6404952653096,1
3.5318106067588055,-12.452096767269387,1
-8.367804288454973,-6.433714709552938,1
12.17420846403579,-7.915561575740279,1
14.6848800236819,-4.392370499661973,1
15.69762190204349,-0.6637886641922804,1
9.122788685153978,-10.689354311545056,1
7.337011740812795,-11.559421513340933,1
-6.547920906868466,-9.176875888585785,1
7.904425407718181,-11.290779176319,1
-9.615188693121345,-1.5249756657344056,1
-3.343655325177403,-11.42835423163157,1
2.033673980870982,5.00965117135465,1
-6.2942254588678415,-9.501185661064158,1
-0.3504917578651944,6.3444628442948945,1
-2.6640784172517193,6.5114563144488224,1
3.6294585107188384,1.2869463266886711,1
5.309985640727976,-12.323449314033226,1
7.843897128855258,-11.178031592811914,1
-5.821938619029926,5.312121576800269,1
-2.656389633254068,6.751159649480972,1
1.0429085087417145,-12.919725467843366,1
3.2571390352047658,3.343498801936237,1
15.087351198128598,-2.3492595444343998,1
14.912665469819627,-3.4619542351334545,1
-2.3039551658069075,-12.020544451643199,1
15.611324405916827,-0.48366049728927074,1
-8.270792445617916,2.8324806627510726,1
-6.489138727997242,4.925528851698304,1
0.5418868302616645,-12.690516426872463,1
-6.776587802186115,4.802422153130177,1
13.87493099257269,-5.667575716135292,1
