x,y,class
-9.152553190384138,1.276447178979962,1
-7.232674778016092,4.120015808190619,1
-9.343634602357405,-4.495471490660294,1
-0.2979014651498527,6.436703628407423,1
14.674183823913042,-3.370732281242341,1
-5.467054943867925,-10.414834317629152,1
-8.410878971785253,-6.491102109918131,1
5.351215059071053,-12.272939628000612,1
-3.87283050300862,-11.523659046717176,1
15.127919495468054,-2.2977310291987143,1
2.302018523077391,-12.624621915728296,1
-0.7208171541797411,-12.59218850340994,1
-9.519410591962712,-1.9128526155247854,1
-7.694681362399884,-7.886033227118296,1
1.9233471797102861,5.20392235895553,1
-4.023571666788478,-11.165793872204661,1
15.683082533018355,-1.337430290182162,1
14.934654126518675,-3.146828652344756,1
-5.226818874262839,-10.353268865208705,1
-4.250886331097493,5.988550899065874,1
-1.6451637906678238,-12.048317271483883,1
-7.519550029705543,3.9854745559932545,1
-3.4322938588277507,6.3844809568118945,1
1.8593536629083907,5.192963989046821,1
-8.464090527514648,-6.745506260968705,1
-8.002802495509599,3.2577229955726144,1
-9.47512148026276,-3.473029426228764,1
-3.25776546524003,-11.511869087898312,1
2.0762827891379194,4.944754469770185,1
5.593598585678746,-12.054430032541136,1
-3.7733474621415555,6.1924002829927645,1
-4.91706848256889,-10.657125176920552,1
-2.143732670976862,-11.960073561275214,1
-9.185835249866269,-5.118948763192926,1
-0.17554596215485874,6.482927851407977,1
14.615813747594464,-4.136097558341182,1
-7.522735755978892,-8.287172732233344,1
-8.016929706393809,-7.6330084011412485,1
11.069612993663734,-9.041822937782614,1
15.069733735743208,-2.276355502871741,1
-5.042383868779277,5.7948317189601894,1
-9.424820648743234,-4.185945269261857,1
14.417980189289358,-4.696890256656575,1
7.368214950366285,-11.50724799554939,1
13.612502001773938,-6.336677293515252,1
-4.553747818010665,-10.668911723425103,1
12.432355445977763,-7.566550623882543,1
14.577855713647638,-4.143140893022236,1
13.99300244782244,-5.5011867365765275,1
-4.475251983613803,-10.871626571802638,1
5.642084550819681,-12.086323678040245,1
-9.110508340343415,-5.152434611377369,1
-5.929981575103075,5.4081045209726755,1
-3.0836388870465723,-11.632682042640266,1
-6.49414563982574,-8.968991169450366,1
-5.851520785450942,5.151762497588049,1
-4.393460813109088,-11.203120989459666,1
-8.308065345046323,-6.9194092956261875,1
-9.333293821688093,-0.7442843492977136,1
-5.203469565868976,5.7182993803984745,1
15.223250176720114,-2.6794459259355623,1
-4.7730887723680935,-10.87925388851935,1
